filing_date,transaction_date,insider_name,title,code,shares,price,value,shares_after,accession
2024-08-16,2024-08-14,Choi Emilie,President & COO,S,100.0,200.83,20083.0,185471.0,0001679788-24-000155
2024-08-16,2024-08-14,Armstrong Brian,Chairman and CEO,S,54.0,197.88,10685.52,526.0,0001679788-24-000154
2024-08-16,2024-08-15,HAAS ALESIA J,Chief Financial Officer,S,88.0,198.26,17446.879999999997,177653.0,0001679788-24-000153
2024-08-22,2024-08-20,HAAS ALESIA J,Chief Financial Officer,S,1.0,209.46,209.46,181536.0,0001679788-24-000161
2024-08-22,2024-08-20,Choi Emilie,President & COO,S,310.0,207.2094,64234.914,198601.0,0001679788-24-000160
2024-08-22,2024-08-20,Brock Lawrence J,Chief People Officer,S,100.0,207.76,20776.0,34135.0,0001679788-24-000159
2024-08-22,2024-08-20,Grewal Paul,Chief Legal Officer,S,300.0,206.9,62070.0,82518.0,0001679788-24-000158
2024-08-22,2024-08-20,Jones Jennifer N.,Chief Accounting Officer,S,869.0,209.11,181716.59000000003,4604.0,0001679788-24-000157
2024-08-22,2024-08-20,Jones Jennifer N.,Chief Accounting Officer,S,300.0,205.7267,61718.01,4604.0,0001679788-24-000156
2024-08-26,2024-08-22,Jones Jennifer N.,Chief Accounting Officer,S,100.0,205.66,20566.0,1686.0,0001679788-24-000162
2024-08-27,2024-08-23,Brock Lawrence J,Chief People Officer,S,4412.0,211.3539,932493.4068,18525.0,0001679788-24-000163
2024-08-28,2024-08-26,Grewal Paul,Chief Legal Officer,S,110.0,210.4991,23154.901,75556.0,0001679788-24-000164
2024-09-04,2024-08-30,Grewal Paul,Chief Legal Officer,G,600.0,0.0,,74956.0,0001679788-24-000166
2024-09-04,2024-09-03,Choi Emilie,President & COO,S,3100.0,182.0177,564254.87,189101.0,0001679788-24-000165
2024-09-05,2024-09-03,Armstrong Brian,Chairman and CEO,S,494.0,179.132,88491.208,526.0,0001679788-24-000167
2024-09-16,2024-09-12,Armstrong Brian,Chairman and CEO,S,856.0,164.699,140982.344,526.0,0001679788-24-000168
2024-09-17,2024-09-13,Choi Emilie,President & COO,S,1500.0,162.24,243360.0,187601.0,0001679788-24-000169
2024-09-18,2024-09-16,HAAS ALESIA J,Chief Financial Officer,S,6500.0,158.3182,1029068.3,175036.0,0001679788-24-000170
2024-09-20,2024-09-18,Rajaram Gokul,董事,S,400.0,161.34,64536.0,8171.0,0001679788-24-000171
2024-09-30,2024-09-25,Grewal Paul,Chief Legal Officer,S,100.0,173.49,17349.0,74956.0,0001679788-24-000172
2024-10-02,2024-10-01,Choi Emilie,President & COO,S,200.0,178.27,35654.0,178101.0,0001679788-24-000173
2024-10-16,2024-10-14,Choi Emilie,President & COO,S,1500.0,181.36,272040.0,176601.0,0001679788-24-000174
2024-10-17,2024-10-15,HAAS ALESIA J,Chief Financial Officer,S,5250.0,195.2539,1025082.975,169786.0,0001679788-24-000175
2024-10-18,2024-10-16,Rajaram Gokul,董事,S,400.0,204.44,81776.0,7771.0,0001679788-24-000176
2024-10-29,2024-10-25,Grewal Paul,Chief Legal Officer,S,930.0,212.8552,197955.336,74956.0,0001679788-24-000178
2024-11-04,2024-11-01,Choi Emilie,President & COO,S,200.0,190.11,38022.0,167101.0,0001679788-24-000190
2024-11-08,2024-11-06,Brock Lawrence J,Chief People Officer,S,4635.0,250.0,1158750.0,18525.0,0001679788-24-000191
2024-11-12,2024-11-11,WILSON FREDERICK R,董事,S,40000.0,300.0,12000000.0,50000.0,0001679788-24-000192
2024-11-13,2024-11-11,Armstrong Brian,Chairman and CEO,S,11032.0,313.4383,3457851.3256,526.0,0001679788-24-000196
2024-11-13,2024-11-11,Choi Emilie,President & COO,S,200000.0,299.6915,59938300.00000001,167101.0,0001679788-24-000195
2024-11-13,2024-11-11,HAAS ALESIA J,Chief Financial Officer,S,20000.0,300.0,6000000.0,149786.0,0001679788-24-000194
2024-11-13,2024-11-11,Jones Jennifer N.,Chief Accounting Officer,S,526.0,332.0,174632.0,1160.0,0001679788-24-000193
2024-11-18,2024-11-14,Choi Emilie,President & COO,S,1500.0,290.79,436185.00000000006,165686.0,0001679788-24-000197
2024-11-19,2024-11-15,HAAS ALESIA J,Chief Financial Officer,S,3575.0,282.65,1010473.75,146211.0,0001679788-24-000198
2024-11-20,2024-11-18,Armstrong Brian,Chairman and CEO,S,5810.0,329.2042,1912676.402,526.0,0001679788-24-000200
2024-11-20,2024-11-18,Armstrong Brian,Chairman and CEO,S,32572.0,326.584,10637494.048,58795.0,0001679788-24-000199
2024-11-22,2024-11-20,Jones Jennifer N.,Chief Accounting Officer,S,869.0,332.69,289107.61,2997.0,0001679788-24-000208
2024-11-22,2024-11-20,Brock Lawrence J,Chief People Officer,S,100.0,339.72,33972.0,36877.0,0001679788-24-000207
2024-11-22,2024-11-20,HAAS ALESIA J,Chief Financial Officer,S,4.0,341.03,1364.12,150170.0,0001679788-24-000206
2024-11-22,2024-11-20,HAAS ALESIA J,Chief Financial Officer,S,62.0,333.5622,20680.8564,150354.0,0001679788-24-000205
2024-11-22,2024-11-20,Jones Jennifer N.,Chief Accounting Officer,S,200.0,335.635,67127.0,2997.0,0001679788-24-000204
2024-11-22,2024-11-20,Grewal Paul,Chief Legal Officer,S,100.0,338.5,33850.0,86511.0,0001679788-24-000203
2024-11-22,2024-11-20,Brock Lawrence J,Chief People Officer,S,100.0,340.7,34070.0,36877.0,0001679788-24-000202
2024-11-22,2024-11-20,Choi Emilie,President & COO,S,200.0,335.21,67042.0,179076.0,0001679788-24-000201
2024-11-26,2024-11-22,Jones Jennifer N.,Chief Accounting Officer,S,1837.0,295.02,541951.74,1160.0,0001679788-24-000209
2024-11-27,2024-11-25,Ehrsam Frederick Ernest III,董事,S,3807.0,310.2006,1180933.6842,0.0,0001679788-24-000213
