expiration,strike,right,gamma,iv,openInterest,volume,impliedVolatility,gex
20260731,215.0,C,0.00028477145342986236,2.937014376220703,47,2,2.937014376220703,539.9343645322617
20260731,220.0,C,0.00028700350496257303,2.793460047607422,7,2,2.793460047607422,81.04605875586611
20260731,225.0,C,0.0003828309038070379,2.9160183349609374,14,1,2.9160183349609374,216.21294086671608
20260731,230.0,C,0.000381333261434418,2.750979685058594,12,2,2.750979685058594,184.60038119431027
20260731,235.0,C,0.0004131241342542138,2.674319720458985,13,5,2.674319720458985,216.65592909934014
20260731,240.0,C,0.0006178021593967113,3.0231958013916014,20,4,3.0231958013916014,498.4551382444547
20260731,245.0,C,0.0004675055453267231,2.487796749267578,19,4,2.487796749267578,358.33318287648143
20260731,250.0,C,0.00045864929879018383,2.3261760595703116,35,35,2.3261760595703116,647.5829976873182
20260731,255.0,C,0.0006430210240143899,2.507327950439453,17,2,2.507327950439453,440.9818892059966
20260731,260.0,C,0.0005906399610398442,2.2573285754394528,57,1,2.2573285754394528,1358.1393800935764
20260731,265.0,C,0.0005715115471500865,2.0874071252441397,17,2,2.0874071252441397,391.94090450088794
20260731,270.0,C,0.000699607253789596,2.1162156469726563,18,1,2.1162156469726563,508.0114120522697
20260731,275.0,C,0.0009532777520032096,2.3117717987060544,43,1,2.3117717987060544,1653.6156451231438
20260731,280.0,C,0.0007570910500295311,1.8959966137695314,480,420,1.8959966137695314,14660.068823635831
20260731,285.0,C,0.0008302124786095515,1.8300789746093749,25,19,1.8300789746093749,837.2900399896979
20260731,290.0,C,0.0008655844152894469,1.724610751953125,30,1,1.724610751953125,1047.5562269157474
20260731,295.0,C,0.00115086872550555,1.8286141381835934,13,6,1.8286141381835934,603.5535383230522
20260731,300.0,C,0.0012276995424878587,1.7312025158691409,46,5,1.7312025158691409,2278.224853201125
20260731,305.0,C,0.0010900343516586685,1.486330693359375,16,11,1.486330693359375,703.5692124841976
20260731,310.0,C,0.0012904507939297237,1.4692409350585938,23,16,1.4692409350585938,1197.3357359921365
20260731,315.0,C,0.001341849299514597,1.3581575061035154,34,16,1.3581575061035154,1840.4724481184242
20260731,320.0,C,0.0015872928595956795,1.3369173779296872,830,751,1.3369173779296872,53147.37443662792
20260731,325.0,C,0.002002908546739182,1.386233537597656,89,36,1.386233537597656,7191.140697876476
20260731,330.0,C,0.002045426019605874,1.2314491552734375,84,2,1.2314491552734375,6931.220608781328
20260731,335.0,C,0.002116349115803893,1.1015669921875002,22,1,1.1015669921875002,1878.2640729741868
20260731,340.0,C,0.0024553082830243633,1.0537156689453124,43,2,1.0537156689453124,4259.132432155891
20260731,345.0,C,0.0033379692256301345,1.2041055419921873,68,1,1.2041055419921873,9156.677124117878
20260731,350.0,C,0.0037612365416723713,1.1285443963623047,539,1,1.1285443963623047,81783.57135357917
20260731,355.0,C,0.0038406379590583254,0.8864757446289062,25,1,0.8864757446289062,3873.379397659298
20260731,357.5,C,0.004375845642790347,0.9222419885253907,6,1,0.9222419885253907,1059.1559344548323
