expiration,strike,right,bid,ask,last,volume_x,delta,gamma,theta,vega,iv,openInterest,volume_y,impliedVolatility,gex
20260814,382.5,P,17.15,18.45,16.36,6.0,-0.47439935680020434,-0.008931851202320864,-0.5072247189064178,0.32964929058042713,0.5432738297656082,0,,,-0.0
20260814,385.0,C,16.5,17.9,18.75,32.0,0.506693539235835,0.00889723497868206,-0.5487260969790988,0.3311371217602286,0.5414036747583226,19,29.0,0.582889913330078,6485.336931721011
20260814,385.0,P,18.45,19.7,17.72,5.0,-0.496536681834436,-0.008953604258244627,-0.5065899784158923,0.33095418319954106,0.5414036747583226,168,4.0,0.5170336383056642,-57707.34039223388
20260814,387.5,C,15.0,16.85,19.6,2.0,0.48452724831979127,0.008913969558811498,-0.5483492038201749,0.332527652607741,0.5396411704169941,0,,,0.0
20260814,390.0,C,14.2,15.6,15.5,13.0,0.4607610138254709,0.008931828489509477,-0.5479152063610062,0.3338719705978832,0.5379843242079683,279,7.0,0.577152666015625,95602.32641986011
20260814,392.5,P,22.65,23.9,22.8,5.0,-0.56529256392214,-0.00897321610886052,-0.48363584647427516,0.3217344439483547,0.5364307296049756,0,,,-0.0
20260814,397.5,P,25.7,26.95,24.5,1.0,-0.6052894892172319,-0.008795483563962796,-0.48417058268614355,0.3239863588800347,0.5336217687388046,0,,,-0.0
20260814,405.0,C,8.9,9.9,10.0,12.0,0.33434254326321483,0.008286535177307163,-0.4876794547402543,0.3035113114600332,0.5301028587590852,223,2.0,0.5598188549804688,70892.73372591328
20260814,405.0,P,29.9,32.2,,0.0,-0.6676427078519903,-0.008377754420339455,-0.44517318647869075,0.3023644211649774,0.5301028587590852,323,265.0,0.4995167236328125,-103813.54709795462
20260814,407.5,C,8.15,9.2,10.8,1.0,0.31551035096893665,0.00811518364010065,-0.48800873295861447,0.3047760084490516,0.5291002311058782,0,,,0.0
20260814,410.0,P,33.5,35.65,31.5,4.0,-0.707741276416129,-0.008013384902230202,-0.3926697973594955,0.27530541460391333,0.5281764809758436,119,3.0,0.48944602355957045,-36583.63430830998
20260814,412.5,C,6.9,7.55,,0.0,0.27821054215658525,0.007681392574559091,-0.4346948387032521,0.2724505495538114,0.5273280157744988,0,,,0.0
